strength,dexterity,fighting,shieldsSkill,armourSkill,armourEncumb,shieldPenalty,species size,weap1 damage,w1 base delay,w1 min delay,w1 total slaying,brand,w1 ranged?,weap2 damage,w2 base delay,w2 min delay,w2 total slaying,w2 brand,w2 ranged?,,,Authorisation:,https://yagisanatode.com/2020/08/17/running-google-apps-script-for-the-first-time-whats-with-all-the-warnings/,,,,,,,,,,
vault sentinel,8,520,1,13,52,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
quicksilver ooze,13,500,3,15,50,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
goliath frog,12,420,3,16,42,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
wolf spider,11,550,3,10,55,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
deep elf high priest,11,495,3,13,49.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
demonspawn,10,925,3,12,92.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
shining eye,10,550,3,1,55,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
two-headed ogre,10,550,3,6,55,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
orb spider,10,420,3,10,42,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
swamp worm,10,350,3,12,35,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
mana viper,9,495,3,14,49.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
wind drake,8,600,3,14,60,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
orange demon,8,520,3,7,52,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
elf,8,360,3,15,36,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
spider,8,280,3,14,28,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
Amaemon,7,875,3,12,87.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
troll,7,385,3,10,38.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
Lodul,6,700,3,7,70,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
Erolcha,6,540,3,7,54,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
formicid,6,420,3,10,42,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
Grinder,6,390,3,11,39,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
basilisk,6,360,3,12,36,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
rime drake,6,330,3,12,33,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
human,6,330,3,13,33,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
ynoxinul,6,330,3,10,33,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
phantom,6,270,3,13,27,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
kobold brigand,5,275,3,12,27.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
sky beast,5,275,3,13,27.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
orb of destruction,5,150,3,0,15,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
drake,4,300,3,11,30,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
centaur,4,220,3,7,22,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
Menkaure,3,240,3,6,24,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
mummy,3,195,3,6,19.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
crimson imp,3,135,3,14,13.5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
shadow imp,2,110,3,11,11,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
giant cockroach,1,50,3,10,5,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
shadow,1,10,3,13,1,1.119877331,1.114202277,1.114603223,1.11156579,1.108194077,1.10318331,1.097652791,1.091072123,1.084124459,1.076168596,1.067656359,1.058109476,1.047833217,1.036406495,1.023769017,1.010027556,0.994752212,0.9779743313,0.9592600174,0.8916027207,0.823716294,0.8244383657,0.82510412,0.8258527228,0.8265967751,0.8275381289,0.8277839948,0.8282621458
spriggan,7,245,1,18,24.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
shard shrike,21,1050,2,18,105,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
Sojobo,20,1500,2,24,150,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
Gastronok,20,1500,2,1,150,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
elephant slug,20,1300,2,1,130,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
tengu reaver,17,850,2,17,85,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
eleionoma,16,800,2,10,80,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
Jorgrun,15,1200,2,15,120,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
broodmother,12,1400,2,4,140,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
satyr,12,660,2,12,66,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
spriggan berserker,12,540,2,18,54,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
holy swine,11,605,2,9,60.5,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
hell hog,11,595,2,9,59.5,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
death knight,10,800,2,12,80,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
sea snake,10,650,2,15,65,1.107041453,1.101431446,1.10160121,1.09858915,1.095264841,1.090383399,1.084992855,1.078585837,1.071804414,1.064041449,1.055718142,1.046380554,1.03631101,1.025105547,1.012701833,0.9991966509,0.9841765663,0.967661908,0.9492316319,0.8823575055,0.8152472181,0.816031978,0.8167615699,0.8175686805,0.8183697968,0.8193535014,0.8196797681,0.8202218469
